split,source_label,label,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap
train,No Fit,0,0.0441,0.15,1,7.0
train,No Fit,0,0.0754,0.25,0,14.0
train,No Fit,0,0.0056,0.25,1,13.0
train,No Fit,0,0.0229,0.1,0,11.0
train,No Fit,0,0.0392,0.05,0,23.0
train,No Fit,0,0.0238,0.15,1,3.0
train,No Fit,0,0.0314,0.1765,0,8.0
train,No Fit,0,0.0237,0.05,0,17.0
train,No Fit,0,0.0646,0.3,0,-4.0
train,No Fit,0,0.0146,0.05,-2,0.0
train,No Fit,0,0.0877,0.4,0,0.0
train,No Fit,0,0.1215,0.2,0,-5.0
train,No Fit,0,0.0453,0.2,-1,12.0
train,No Fit,0,0.1012,0.5,0,9.0
train,No Fit,0,0.0054,0.25,0,21.0
train,No Fit,0,0.0761,0.2,1,14.0
train,No Fit,0,0.018,0.1,0,2.0
train,No Fit,0,0.0162,0.2,0,10.0
train,No Fit,0,0.0389,0.2,0,8.0
train,No Fit,0,0.0473,0.15,0,-5.0
train,No Fit,0,0.1988,0.45,0,-5.0
train,No Fit,0,0.0114,0.05,1,0.0
train,No Fit,0,0.0572,0.2,-1,-4.0
train,No Fit,0,0.0468,0.0,0,4.0
train,No Fit,0,0.0283,0.2,0,17.0
train,No Fit,0,0.133,0.4,0,0.0
train,No Fit,0,0.0177,0.1,1,12.0
train,No Fit,0,0.033,0.25,0,0.0
train,No Fit,0,0.1228,0.4,2,2.0
train,No Fit,0,0.1321,0.2,2,5.0
train,No Fit,0,0.1131,0.25,-1,-1.0
train,No Fit,0,0.0412,0.2,0,26.0
train,No Fit,0,0.1237,0.3,2,10.0
train,No Fit,0,0.0739,0.5,2,10.0
train,No Fit,0,0.0703,0.45,1,9.0
train,No Fit,0,0.119,0.3333,1,17.0
train,No Fit,0,0.0878,0.3,-1,14.0
train,No Fit,0,0.2225,0.2,2,8.0
train,No Fit,0,0.042,0.15,0,5.0
train,No Fit,0,0.047,0.2,0,13.0
train,No Fit,0,0.0742,0.35,0,0.0
train,No Fit,0,0.0379,0.25,1,12.0
train,No Fit,0,0.1028,0.5,0,-2.0
train,No Fit,0,0.0247,0.35,0,17.0
train,No Fit,0,0.0436,0.05,0,0.0
train,No Fit,0,0.048,0.2,0,10.0
train,No Fit,0,0.0498,0.35,0,6.0
train,No Fit,0,0.0518,0.05,1,0.0
train,No Fit,0,0.0389,0.15,0,5.0
train,No Fit,0,0.0402,0.15,0,-3.0
train,No Fit,0,0.1323,0.25,0,11.0
train,No Fit,0,0.0519,0.3,-1,0.0
train,No Fit,0,0.0968,0.35,0,11.0
train,No Fit,0,0.0715,0.25,0,9.0
train,No Fit,0,0.0182,0.15,0,-5.0
train,No Fit,0,0.0529,0.35,0,17.0
train,No Fit,0,0.0236,0.05,-1,26.0
train,No Fit,0,0.0876,0.3,-1,-2.0
train,No Fit,0,0.1009,0.4,0,10.0
train,No Fit,0,0.09,0.45,0,6.0
train,No Fit,0,0.0164,0.3,0,0.0
train,No Fit,0,0.0445,0.2,1,11.0
train,No Fit,0,0.088,0.35,-1,10.0
train,No Fit,0,0.1493,0.25,0,6.0
train,No Fit,0,0.1147,0.35,-1,12.0
train,No Fit,0,0.0533,0.4,1,0.0
train,No Fit,0,0.0433,0.15,2,20.0
train,No Fit,0,0.0399,0.35,2,5.0
train,No Fit,0,0.0786,0.05,1,11.0
train,No Fit,0,0.0707,0.15,0,4.0
train,No Fit,0,0.0147,0.2,-1,17.0
train,No Fit,0,0.0606,0.2,0,5.0
train,No Fit,0,0.0212,0.05,0,8.0
train,No Fit,0,0.0394,0.2727,0,0.0
train,No Fit,0,0.0221,0.05,-1,5.0
train,No Fit,0,0.0184,0.1,1,6.0
train,No Fit,0,0.1021,0.3,0,10.0
train,No Fit,0,0.1132,0.15,-1,5.0
train,No Fit,0,0.0373,0.15,0,16.0
train,No Fit,0,0.0488,0.35,0,6.0
train,No Fit,0,0.148,0.4,-1,5.0
train,No Fit,0,0.0344,0.1,0,14.0
train,No Fit,0,0.1253,0.35,1,5.0
train,No Fit,0,0.0464,0.1,1,14.0
train,No Fit,0,0.0934,0.35,0,9.0
train,No Fit,0,0.1364,0.3158,1,15.0
train,No Fit,0,0.0538,0.1,-1,1.0
train,No Fit,0,0.0167,0.0,0,11.0
train,No Fit,0,0.0637,0.3,0,22.0
train,No Fit,0,0.065,0.1,1,17.0
train,No Fit,0,0.0564,0.15,0,22.0
train,No Fit,0,0.1885,0.45,1,22.0
train,No Fit,0,0.0491,0.3,0,0.0
train,No Fit,0,0.0578,0.1,0,9.0
train,No Fit,0,0.0407,0.05,0,8.0
train,No Fit,0,0.0796,0.35,1,-3.0
train,No Fit,0,0.035,0.2,-1,-3.0
train,No Fit,0,0.0832,0.3,1,1.0
train,No Fit,0,0.0912,0.2,-1,5.0
train,No Fit,0,0.0531,0.15,1,12.0
train,No Fit,0,0.0666,0.15,0,12.0
train,No Fit,0,0.0509,0.3,1,11.0
train,No Fit,0,0.0709,0.2,0,0.0
train,No Fit,0,0.0508,0.2,1,1.0
train,No Fit,0,0.0558,0.1,-1,-6.0
train,No Fit,0,0.0281,0.2,-2,5.0
train,No Fit,0,0.0908,0.3,1,15.0
train,No Fit,0,0.0126,0.3333,0,0.0
train,No Fit,0,0.0761,0.25,0,-2.0
train,No Fit,0,0.0827,0.15,1,-1.0
train,No Fit,0,0.0583,0.15,0,13.0
train,No Fit,0,0.0765,0.2,0,0.0
train,No Fit,0,0.0562,0.2,1,-5.0
train,No Fit,0,0.1476,0.5,-1,11.0
train,No Fit,0,0.0643,0.15,-1,11.0
train,No Fit,0,0.0479,0.25,1,8.0
train,No Fit,0,0.0173,0.0,-1,20.0
train,No Fit,0,0.0856,0.45,-1,6.0
train,No Fit,0,0.0738,0.3,1,26.0
train,No Fit,0,0.1311,0.35,1,9.0
train,No Fit,0,0.0556,0.3,1,16.0
train,No Fit,0,0.0968,0.3,1,12.0
train,No Fit,0,0.0539,0.1,0,9.0
train,No Fit,0,0.0189,0.1,0,0.0
train,No Fit,0,0.1018,0.3,0,9.0
train,No Fit,0,0.111,0.25,-1,0.0
train,No Fit,0,0.0451,0.15,0,9.0
train,No Fit,0,0.2467,0.65,-2,15.0
train,No Fit,0,0.0601,0.1,-2,-3.0
train,No Fit,0,0.0455,0.25,-1,15.0
train,No Fit,0,0.0695,0.25,0,-8.0
train,No Fit,0,0.0337,0.1,0,4.0
train,No Fit,0,0.1433,0.5,0,7.0
train,No Fit,0,0.0229,0.0,0,7.0
train,No Fit,0,0.1058,0.65,1,0.0
train,No Fit,0,0.0432,0.25,0,16.0
train,No Fit,0,0.071,0.1,2,2.0
train,No Fit,0,0.0403,0.2,0,10.0
train,No Fit,0,0.0731,0.2,0,12.0
train,No Fit,0,0.1209,0.3,0,5.0
train,No Fit,0,0.2019,0.6,0,-4.0
train,No Fit,0,0.0863,0.15,-1,4.0
train,No Fit,0,0.0286,0.15,0,16.0
train,No Fit,0,0.0202,0.1,-1,5.0
train,No Fit,0,0.0123,0.0769,0,23.0
train,No Fit,0,0.0488,0.05,0,4.0
train,No Fit,0,0.0871,0.35,1,5.0
train,No Fit,0,0.0794,0.4,0,3.0
train,No Fit,0,0.0364,0.15,0,9.0
train,No Fit,0,0.0212,0.4,0,3.0
train,No Fit,0,0.0271,0.15,0,-5.0
train,No Fit,0,0.0234,0.15,1,7.0
train,No Fit,0,0.0879,0.2,-1,-5.0
train,No Fit,0,0.0328,0.1,0,0.0
train,No Fit,0,0.0281,0.15,-1,3.0
train,No Fit,0,0.0339,0.1,1,1.0
train,No Fit,0,0.0375,0.2,2,8.0
train,No Fit,0,0.0527,0.2,0,12.0
train,No Fit,0,0.1062,0.55,0,23.0
train,No Fit,0,0.0204,0.15,0,-7.0
train,No Fit,0,0.0737,0.35,0,12.0
train,No Fit,0,0.0771,0.05,0,20.0
train,No Fit,0,0.0944,0.2,-1,15.0
train,No Fit,0,0.0531,0.2,0,5.0
train,No Fit,0,0.028,0.25,0,8.0
train,No Fit,0,0.0538,0.2,0,31.0
train,No Fit,0,0.1907,0.35,0,7.0
train,No Fit,0,0.0644,0.3,0,0.0
train,No Fit,0,0.1076,0.3,2,-5.0
train,No Fit,0,0.078,0.2,1,10.0
train,No Fit,0,0.0935,0.55,1,3.0
train,No Fit,0,0.1034,0.3,1,10.0
train,No Fit,0,0.0196,0.05,0,11.0
train,No Fit,0,0.0414,0.05,0,11.0
train,No Fit,0,0.0775,0.15,2,10.0
train,No Fit,0,0.0778,0.15,0,7.0
train,No Fit,0,0.0471,0.05,0,22.0
train,No Fit,0,0.0966,0.3,2,3.0
train,No Fit,0,0.0476,0.15,-2,0.0
train,No Fit,0,0.0472,0.15,0,17.0
train,No Fit,0,0.0632,0.4,0,4.0
train,No Fit,0,0.2247,0.5,0,0.0
train,No Fit,0,0.0994,0.1,0,0.0
train,No Fit,0,0.0196,0.1667,-2,0.0
train,No Fit,0,0.1295,0.45,1,0.0
train,No Fit,0,0.1337,0.4,0,13.0
train,No Fit,0,0.038,0.1,0,4.0
train,No Fit,0,0.08,0.1,1,0.0
train,No Fit,0,0.0681,0.2,0,20.0
train,No Fit,0,0.069,0.1,1,10.0
train,No Fit,0,0.1007,0.3,-1,14.0
train,No Fit,0,0.0713,0.15,-1,3.0
train,No Fit,0,0.0511,0.3,0,15.0
train,No Fit,0,0.0592,0.15,0,10.0
train,No Fit,0,0.0363,0.1,0,7.0
train,No Fit,0,0.0933,0.4,0,-10.0
train,No Fit,0,0.0529,0.2,-1,0.0
train,No Fit,0,0.033,0.15,2,0.0
train,No Fit,0,0.1214,0.2,0,-5.0
train,No Fit,0,0.0155,0.1429,-1,0.0
train,No Fit,0,0.1588,0.45,0,0.0
train,No Fit,0,0.2161,0.5,0,4.0
train,No Fit,0,0.1856,0.45,0,0.0
train,No Fit,0,0.058,0.15,0,11.0
train,No Fit,0,0.1173,0.35,0,0.0
train,No Fit,0,0.0607,0.15,0,4.0
train,No Fit,0,0.0881,0.25,1,0.0
train,No Fit,0,0.143,0.2,0,3.0
train,No Fit,0,0.2002,0.4,0,9.0
train,No Fit,0,0.1107,0.15,-1,1.0
train,No Fit,0,0.0519,0.3,0,-15.0
train,No Fit,0,0.1714,0.6,0,0.0
train,No Fit,0,0.0327,0.4,1,13.0
train,No Fit,0,0.0778,0.4,0,-10.0
train,No Fit,0,0.0986,0.15,0,3.0
train,No Fit,0,0.3192,0.35,1,2.0
train,No Fit,0,0.1713,0.5,1,5.0
train,No Fit,0,0.1322,0.25,0,4.0
train,No Fit,0,0.1076,0.35,0,-7.0
train,No Fit,0,0.0949,0.3,-3,-10.0
train,No Fit,0,0.0719,0.05,1,-3.0
train,No Fit,0,0.1035,0.2,-2,2.0
train,No Fit,0,0.0521,0.3,-1,-5.0
train,No Fit,0,0.105,0.4,-1,0.0
train,No Fit,0,0.1053,0.3,0,0.0
train,No Fit,0,0.125,0.2,-1,0.0
train,No Fit,0,0.0606,0.35,0,5.0
train,No Fit,0,0.0324,0.25,0,6.0
train,No Fit,0,0.1807,0.5,0,4.0
train,No Fit,0,0.0642,0.1,0,0.0
train,No Fit,0,0.0293,0.3,0,11.0
train,No Fit,0,0.1839,0.35,0,14.0
train,No Fit,0,0.106,0.35,0,10.0
train,No Fit,0,0.1736,0.55,0,9.0
train,No Fit,0,0.2861,0.45,-1,-1.0
train,No Fit,0,0.0723,0.15,-1,5.0
train,No Fit,0,0.2418,0.65,1,0.0
train,No Fit,0,0.3399,0.7,1,10.0
train,No Fit,0,0.0243,0.1818,0,7.0
train,No Fit,0,0.0581,0.25,1,0.0
train,No Fit,0,0.0592,0.15,0,-2.0
train,No Fit,0,0.1001,0.35,0,3.0
train,No Fit,0,0.061,0.3,0,-3.0
train,No Fit,0,0.0584,0.2,0,0.0
train,No Fit,0,0.0865,0.35,-1,15.0
train,No Fit,0,0.0793,0.15,0,-10.0
train,No Fit,0,0.2468,0.3,0,3.0
train,No Fit,0,0.2215,0.55,1,7.0
train,No Fit,0,0.3955,0.6,0,3.0
train,No Fit,0,0.0873,0.3,0,9.0
train,No Fit,0,0.059,0.15,3,2.0
train,No Fit,0,0.0222,0.0909,-1,0.0
train,No Fit,0,0.046,0.2,-1,0.0
train,No Fit,0,0.1726,0.4,-3,-10.0
train,No Fit,0,0.1156,0.35,0,-2.0
train,No Fit,0,0.0894,0.25,2,10.0
train,No Fit,0,0.084,0.4,0,2.0
train,No Fit,0,0.0979,0.1,1,-10.0
train,No Fit,0,0.0517,0.3,0,-5.0
train,No Fit,0,0.1003,0.25,0,-5.0
train,No Fit,0,0.4324,0.45,-1,17.0
train,No Fit,0,0.0765,0.05,0,4.0
train,No Fit,0,0.112,0.25,-1,0.0
train,No Fit,0,0.0781,0.4,-1,2.0
train,No Fit,0,0.1009,0.15,0,-2.0
train,No Fit,0,0.0932,0.3,0,-7.0
train,No Fit,0,0.1026,0.4,1,5.0
train,No Fit,0,0.0346,0.2,0,2.0
train,No Fit,0,0.148,0.15,0,-5.0
train,No Fit,0,0.0368,0.05,0,11.0
train,No Fit,0,0.1241,0.35,1,-8.0
train,No Fit,0,0.0285,0.25,0,9.0
train,No Fit,0,0.2408,0.35,1,0.0
train,No Fit,0,0.0734,0.35,0,21.0
train,No Fit,0,0.0438,0.35,0,0.0
train,No Fit,0,0.521,0.75,0,7.0
train,No Fit,0,0.352,0.4,1,5.0
train,No Fit,0,0.0465,0.25,0,11.0
train,No Fit,0,0.1118,0.25,0,5.0
train,No Fit,0,0.1025,0.45,-1,0.0
train,No Fit,0,0.1646,0.45,-1,5.0
train,No Fit,0,0.1034,0.35,0,2.0
train,No Fit,0,0.0775,0.25,1,-5.0
train,No Fit,0,0.1438,0.2,-1,12.0
train,No Fit,0,0.1711,0.5,0,8.0
train,No Fit,0,0.0758,0.15,0,10.0
train,No Fit,0,0.2164,0.25,0,0.0
train,No Fit,0,0.1723,0.45,0,5.0
train,No Fit,0,0.1192,0.15,1,0.0
train,No Fit,0,0.0145,0.2143,-1,0.0
train,No Fit,0,0.1597,0.65,0,5.0
train,No Fit,0,0.0327,0.2,1,5.0
train,No Fit,0,0.2238,0.4,0,2.0
train,No Fit,0,0.1568,0.35,0,4.0
train,No Fit,0,0.0968,0.2,-2,12.0
train,No Fit,0,0.0921,0.4,0,11.0
train,No Fit,0,0.1466,0.4,0,-1.0
train,No Fit,0,0.0485,0.1429,0,0.0
train,No Fit,0,0.0805,0.5,1,-1.0
train,No Fit,0,0.1244,0.55,0,0.0
train,No Fit,0,0.3065,0.45,-1,20.0
train,No Fit,0,0.1378,0.7,0,6.0
train,No Fit,0,0.0381,0.25,0,0.0
train,No Fit,0,0.0852,0.15,0,11.0
train,No Fit,0,0.0917,0.15,0,10.0
train,No Fit,0,0.1362,0.35,0,0.0
train,No Fit,0,0.1305,0.35,0,0.0
train,No Fit,0,0.1197,0.25,1,-7.0
train,No Fit,0,0.0472,0.15,0,-5.0
train,No Fit,0,0.0961,0.2,-2,12.0
train,No Fit,0,0.1046,0.3,1,7.0
train,No Fit,0,0.083,0.3,0,-15.0
train,No Fit,0,0.249,0.45,-1,0.0
train,No Fit,0,0.0687,0.45,0,-7.0
train,No Fit,0,0.3734,0.35,-1,5.0
train,No Fit,0,0.0611,0.15,-1,-8.0
train,No Fit,0,0.176,0.6,-1,-5.0
train,No Fit,0,0.0609,0.1,0,4.0
train,No Fit,0,0.0821,0.35,0,0.0
train,No Fit,0,0.143,0.25,0,4.0
train,No Fit,0,0.0963,0.25,0,6.0
train,No Fit,0,0.1174,0.35,1,0.0
train,No Fit,0,0.1904,0.55,1,0.0
train,No Fit,0,0.124,0.35,-1,-10.0
train,No Fit,0,0.1582,0.4,0,2.0
train,No Fit,0,0.0453,0.2,-1,5.0
train,No Fit,0,0.1128,0.2,-1,-1.0
train,No Fit,0,0.0659,0.3,0,0.0
train,No Fit,0,0.0981,0.3,0,10.0
train,No Fit,0,0.3591,0.25,-1,9.0
train,No Fit,0,0.2752,0.4,0,2.0
train,No Fit,0,0.0922,0.3,3,11.0
train,No Fit,0,0.1009,0.3,-2,15.0
train,No Fit,0,0.0671,0.25,0,12.0
train,No Fit,0,0.1344,0.6,-1,-5.0
train,No Fit,0,0.4004,0.6,1,-1.0
train,No Fit,0,0.0912,0.2,-2,0.0
train,No Fit,0,0.0789,0.2,0,-3.0
train,No Fit,0,0.1105,0.3,-1,-4.0
train,No Fit,0,0.5018,0.7,1,-1.0
train,No Fit,0,0.1795,0.5,1,0.0
train,No Fit,0,0.1169,0.35,0,6.0
train,No Fit,0,0.1413,0.5,0,13.0
train,No Fit,0,0.1469,0.35,-1,-2.0
train,No Fit,0,0.0495,0.2,0,2.0
train,No Fit,0,0.0716,0.1,0,8.0
train,No Fit,0,0.0593,0.1,-2,14.0
train,No Fit,0,0.1843,0.5,-1,0.0
train,No Fit,0,0.0678,0.35,1,-2.0
train,No Fit,0,0.0411,0.05,2,-2.0
train,No Fit,0,0.1145,0.25,1,0.0
train,No Fit,0,0.0483,0.2,0,-5.0
train,No Fit,0,0.1181,0.15,-1,0.0
train,No Fit,0,0.0747,0.05,1,1.0
train,No Fit,0,0.0675,0.05,0,0.0
train,No Fit,0,0.1031,0.35,0,22.0
train,No Fit,0,0.1487,0.35,0,-2.0
train,No Fit,0,0.0265,0.25,1,0.0
train,No Fit,0,0.0971,0.15,-2,14.0
train,No Fit,0,0.0288,0.3636,1,11.0
train,No Fit,0,0.0271,0.2143,-1,5.0
train,No Fit,0,0.1008,0.25,-1,-4.0
train,No Fit,0,0.0599,0.2308,0,0.0
train,No Fit,0,0.1388,0.35,0,-6.0
train,No Fit,0,0.1315,0.35,0,-2.0
train,No Fit,0,0.1407,0.35,0,9.0
train,No Fit,0,0.3508,0.3,-1,24.0
train,No Fit,0,0.0749,0.35,0,0.0
train,No Fit,0,0.0649,0.35,1,1.0
train,No Fit,0,0.1006,0.4,0,5.0
train,No Fit,0,0.1575,0.5,2,-5.0
train,No Fit,0,0.1337,0.5,1,0.0
train,No Fit,0,0.0761,0.25,0,3.0
train,No Fit,0,0.0795,0.15,-1,17.0
train,No Fit,0,0.3489,0.3,-1,-2.0
train,No Fit,0,0.1755,0.3,0,0.0
train,No Fit,0,0.0715,0.45,0,-8.0
train,No Fit,0,0.0577,0.2,0,0.0
train,No Fit,0,0.0429,0.15,1,5.0
train,No Fit,0,0.1221,0.3684,1,5.0
train,No Fit,0,0.022,0.15,0,3.0
train,No Fit,0,0.2258,0.45,-3,2.0
train,No Fit,0,0.0631,0.25,0,12.0
train,No Fit,0,0.1376,0.1,-1,-2.0
train,No Fit,0,0.1516,0.2,0,0.0
train,No Fit,0,0.125,0.35,-1,-10.0
train,No Fit,0,0.3086,0.7,0,-1.0
train,No Fit,0,0.0759,0.35,0,0.0
train,No Fit,0,0.0865,0.35,-1,-5.0
train,No Fit,0,0.1258,0.45,1,1.0
train,No Fit,0,0.1629,0.1,-1,-5.0
train,No Fit,0,0.3137,0.45,-1,9.0
train,No Fit,0,0.1233,0.45,0,8.0
train,No Fit,0,0.0445,0.1,0,0.0
train,No Fit,0,0.0958,0.2,-2,2.0
train,No Fit,0,0.159,0.35,1,-1.0
train,No Fit,0,0.0645,0.3333,1,0.0
train,No Fit,0,0.0388,0.25,0,14.0
train,No Fit,0,0.1895,0.35,1,4.0
train,No Fit,0,0.058,0.1,0,0.0
train,No Fit,0,0.2008,0.15,1,6.0
train,No Fit,0,0.1044,0.25,-1,0.0
train,No Fit,0,0.1783,0.4,-2,-5.0
train,No Fit,0,0.1099,0.3,0,21.0
train,No Fit,0,0.0786,0.1,0,0.0
train,No Fit,0,0.0532,0.25,-1,5.0
train,No Fit,0,0.1489,0.25,1,-3.0
train,No Fit,0,0.2458,0.65,0,2.0
train,No Fit,0,0.0865,0.25,0,0.0
train,No Fit,0,0.0475,0.05,0,12.0
train,No Fit,0,0.1737,0.55,1,0.0
train,No Fit,0,0.0964,0.6,1,-6.0
train,No Fit,0,0.0837,0.5,1,9.0
train,No Fit,0,0.0706,0.1,-1,11.0
train,No Fit,0,0.1378,0.15,0,0.0
train,No Fit,0,0.0822,0.15,0,7.0
train,No Fit,0,0.0152,0.0909,1,12.0
train,No Fit,0,0.091,0.45,-1,5.0
train,No Fit,0,0.0535,0.25,0,1.0
train,No Fit,0,0.0678,0.2143,2,8.0
train,No Fit,0,0.0952,0.2,0,18.0
train,No Fit,0,0.1153,0.6,1,0.0
train,No Fit,0,0.1657,0.3,0,8.0
train,No Fit,0,0.1088,0.45,0,0.0
train,No Fit,0,0.0818,0.1,0,2.0
train,No Fit,0,0.1339,0.25,0,9.0
train,No Fit,0,0.0587,0.25,0,-8.0
train,No Fit,0,0.5326,0.6,0,0.0
train,No Fit,0,0.073,0.05,-1,0.0
train,No Fit,0,0.0833,0.25,0,-2.0
train,No Fit,0,0.1679,0.45,0,6.0
train,No Fit,0,0.067,0.25,0,-5.0
train,No Fit,0,0.1374,0.5,-1,-8.0
train,No Fit,0,0.119,0.25,-1,-3.0
train,No Fit,0,0.13,0.15,0,0.0
train,No Fit,0,0.1504,0.45,0,2.0
train,No Fit,0,0.0699,0.35,1,7.0
train,No Fit,0,0.0895,0.4,0,-5.0
train,No Fit,0,0.0607,0.2,0,-1.0
train,No Fit,0,0.044,0.35,0,0.0
train,No Fit,0,0.0811,0.2,-1,0.0
train,No Fit,0,0.0702,0.45,0,-15.0
train,No Fit,0,0.0765,0.4,-1,0.0
train,No Fit,0,0.104,0.2,0,0.0
train,No Fit,0,0.1166,0.35,1,-5.0
train,No Fit,0,0.1172,0.35,0,15.0
train,No Fit,0,0.0741,0.2,0,11.0
train,No Fit,0,0.1416,0.25,0,9.0
train,No Fit,0,0.0974,0.55,-1,5.0
train,No Fit,0,0.0238,0.0833,0,3.0
train,No Fit,0,0.0837,0.2,0,10.0
train,No Fit,0,0.0972,0.25,0,-6.0
train,No Fit,0,0.0901,0.45,-1,0.0
train,No Fit,0,0.0728,0.15,-1,11.0
train,No Fit,0,0.0566,0.2,1,2.0
train,No Fit,0,0.2549,0.55,0,4.0
train,No Fit,0,0.248,0.6,0,0.0
train,No Fit,0,0.1532,0.35,0,4.0
train,No Fit,0,0.2594,0.4,-1,17.0
train,No Fit,0,0.1692,0.7,0,-10.0
train,No Fit,0,0.0562,0.3,0,9.0
train,No Fit,0,0.359,0.3,0,0.0
train,No Fit,0,0.0947,0.2,-1,0.0
train,No Fit,0,0.0277,0.1,1,29.0
train,No Fit,0,0.1568,0.7,-1,-10.0
train,No Fit,0,0.2653,0.3,-1,12.0
train,No Fit,0,0.0755,0.15,-1,-3.0
train,No Fit,0,0.1407,0.35,-1,7.0
train,No Fit,0,0.2041,0.6,1,0.0
train,No Fit,0,0.3404,0.25,0,6.0
train,No Fit,0,0.036,0.35,0,0.0
train,No Fit,0,0.1439,0.35,0,8.0
train,No Fit,0,0.1129,0.1053,0,10.0
train,No Fit,0,0.0906,0.35,0,-5.0
train,No Fit,0,0.0599,0.2,-2,15.0
train,No Fit,0,0.1142,0.45,-1,0.0
train,No Fit,0,0.0924,0.4,1,0.0
train,No Fit,0,0.1383,0.15,1,-10.0
train,No Fit,0,0.0962,0.25,0,3.0
train,No Fit,0,0.0813,0.2,0,8.0
train,No Fit,0,0.0662,0.25,-1,-8.0
train,No Fit,0,0.0514,0.2,2,11.0
train,No Fit,0,0.1171,0.3,0,11.0
train,No Fit,0,0.0972,0.15,-1,-10.0
train,No Fit,0,0.2903,0.45,0,4.0
train,No Fit,0,0.0912,0.25,0,-1.0
train,No Fit,0,0.0894,0.05,1,6.0
train,No Fit,0,0.025,0.2,1,7.0
train,No Fit,0,0.1221,0.3,1,7.0
train,No Fit,0,0.1311,0.3,0,0.0
train,No Fit,0,0.0567,0.1818,-2,0.0
train,No Fit,0,0.0415,0.15,0,2.0
train,No Fit,0,0.0562,0.15,0,10.0
train,No Fit,0,0.2496,0.5789,0,5.0
train,No Fit,0,0.1074,0.5385,0,0.0
train,No Fit,0,0.1008,0.5,1,-10.0
train,No Fit,0,0.1382,0.45,1,4.0
train,No Fit,0,0.074,0.3,0,0.0
train,No Fit,0,0.0562,0.15,0,0.0
train,No Fit,0,0.3155,0.3,0,0.0
train,No Fit,0,0.1024,0.5,0,0.0
train,No Fit,0,0.0955,0.4,1,0.0
train,No Fit,0,0.5291,0.6,0,-4.0
train,No Fit,0,0.2355,0.55,0,9.0
train,No Fit,0,0.0547,0.15,-2,0.0
train,No Fit,0,0.0654,0.1,0,-8.0
train,No Fit,0,0.1754,0.55,0,21.0
train,No Fit,0,0.1027,0.4,-2,-5.0
train,No Fit,0,0.1165,0.55,0,7.0
train,No Fit,0,0.0613,0.15,1,0.0
train,No Fit,0,0.0604,0.1,-1,-10.0
train,No Fit,0,0.1899,0.35,-1,5.0
train,No Fit,0,0.1107,0.2,0,-3.0
train,No Fit,0,0.0843,0.05,0,-3.0
train,No Fit,0,0.1979,0.6429,0,0.0
train,No Fit,0,0.0683,0.65,0,-3.0
train,No Fit,0,0.1307,0.55,0,8.0
train,No Fit,0,0.048,0.1,0,-5.0
train,No Fit,0,0.1146,0.45,2,12.0
train,No Fit,0,0.2055,0.4,0,2.0
train,No Fit,0,0.1496,0.15,0,-4.0
train,No Fit,0,0.0404,0.3077,0,0.0
train,No Fit,0,0.0296,0.25,0,12.0
train,No Fit,0,0.0997,0.35,0,9.0
train,No Fit,0,0.0413,0.0,0,10.0
train,No Fit,0,0.2137,0.25,-1,-8.0
train,No Fit,0,0.0773,0.25,0,11.0
train,No Fit,0,0.0862,0.1,0,0.0
train,No Fit,0,0.039,0.35,-3,-1.0
train,No Fit,0,0.0375,0.3636,0,0.0
train,No Fit,0,0.1381,0.35,0,6.0
train,No Fit,0,0.0436,0.3,-1,0.0
train,No Fit,0,0.0622,0.25,0,4.0
train,No Fit,0,0.0545,0.1818,0,25.0
train,No Fit,0,0.0674,0.15,-1,12.0
train,No Fit,0,0.1333,0.4,0,-5.0
train,No Fit,0,0.1766,0.15,-1,1.0
train,No Fit,0,0.1495,0.45,0,14.0
train,No Fit,0,0.067,0.05,0,3.0
train,No Fit,0,0.0801,0.4211,0,10.0
train,No Fit,0,0.215,0.15,1,0.0
train,No Fit,0,0.1802,0.5,0,0.0
train,No Fit,0,0.1439,0.25,0,0.0
train,No Fit,0,0.2478,0.4,0,1.0
train,No Fit,0,0.2372,0.3,-1,0.0
train,No Fit,0,0.174,0.3,-1,-2.0
train,No Fit,0,0.32,0.4,0,4.0
train,No Fit,0,0.1232,0.4,0,2.0
train,No Fit,0,0.0268,0.25,0,6.0
train,No Fit,0,0.2726,0.4,1,7.0
train,No Fit,0,0.0657,0.15,0,-1.0
train,No Fit,0,0.1562,0.3,-1,12.0
train,No Fit,0,0.0971,0.35,-1,2.0
train,No Fit,0,0.0336,0.15,0,22.0
train,No Fit,0,0.0898,0.35,1,9.0
train,No Fit,0,0.4733,0.45,0,7.0
train,No Fit,0,0.1245,0.2,0,12.0
train,No Fit,0,0.0591,0.05,0,3.0
train,No Fit,0,0.0454,0.1,0,16.0
train,No Fit,0,0.0321,0.1,0,12.0
train,No Fit,0,0.1368,0.15,0,0.0
train,No Fit,0,0.0699,0.3,0,0.0
train,No Fit,0,0.1004,0.4,1,6.0
train,No Fit,0,0.0494,0.25,1,-1.0
train,No Fit,0,0.0945,0.25,0,-10.0
train,No Fit,0,0.0984,0.3,-1,0.0
train,No Fit,0,0.1752,0.4,-1,-5.0
train,No Fit,0,0.0489,0.1,-2,-5.0
train,No Fit,0,0.0616,0.3,-2,15.0
train,No Fit,0,0.0739,0.25,0,6.0
train,No Fit,0,0.4894,0.5,-1,4.0
train,No Fit,0,0.2428,0.55,0,10.0
