resume_path,jd_path,category,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap,sentence_level_match,sbert_score,label
resumes/data\AVIATION\26279402.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,AVIATION,0.0276,0.05,-1,23.0,0.3970444202423095,0.259,0
resumes/data\AVIATION\26279402.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,AVIATION,0.0245,0.0,0,21.0,0.4651376008987427,0.3096,0
resumes/data\AVIATION\26819872.pdf,jds\CHEF\CHEF_mid.txt,AVIATION,0.0684,0.2,-1,1.0,0.2897283434867859,0.328,0
resumes/data\AVIATION\26819872.pdf,jds\CHEF\CHEF_senior.txt,AVIATION,0.0507,0.1,-1,1.0,0.2609496414661407,0.2966,0
resumes/data\AVIATION\26819872.pdf,jds\CHEF\CHEF_entry.txt,AVIATION,0.0603,0.15,-1,1.0,0.2991492748260498,0.2571,0
resumes/data\AVIATION\26888302.pdf,jds\APPAREL\APPAREL_senior.txt,AVIATION,0.0423,0.05,-1,18.0,0.3525090217590332,0.3212,0
resumes/data\AVIATION\26888302.pdf,jds\APPAREL\APPAREL_entry.txt,AVIATION,0.0589,0.2,0,16.0,0.3250705897808075,0.2988,0
resumes/data\AVIATION\27502951.pdf,jds\BPO\BPO_entry.txt,AVIATION,0.0857,0.15,1,14.0,0.3439759612083435,0.3529,0
resumes/data\AVIATION\27512470.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,AVIATION,0.048,0.2,0,18.0,0.2764948010444641,0.297,0
resumes/data\AVIATION\27512470.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,AVIATION,0.0665,0.1,0,16.0,0.333067774772644,0.3093,0
resumes/data\AVIATION\27512470.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,AVIATION,0.0578,0.2,0,18.0,0.3164997696876526,0.2736,0
resumes/data\AVIATION\27902692.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0309,0.1,-1,10.0,0.3381070792675018,0.3085,0
resumes/data\AVIATION\27902692.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0315,0.1,-1,10.0,0.3382807374000549,0.3383,0
resumes/data\AVIATION\27902692.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0292,0.1,-1,8.0,0.3311080932617187,0.342,0
resumes/data\AVIATION\28020046.pdf,jds\ARTS\ARTS_entry.txt,AVIATION,0.0466,0.1,0,2.0,0.2642607688903808,0.2727,0
resumes/data\AVIATION\28020046.pdf,jds\ARTS\ARTS_mid.txt,AVIATION,0.033,0.1,-1,2.0,0.3527792096138,0.332,0
resumes/data\AVIATION\28020046.pdf,jds\ARTS\ARTS_senior.txt,AVIATION,0.0193,0.05,-2,2.0,0.2165769189596176,0.2365,0
resumes/data\AVIATION\28186635.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,AVIATION,0.0353,0.15,-2,24.0,0.2961848974227905,0.3166,0
resumes/data\AVIATION\28186635.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,AVIATION,0.0485,0.05,-1,22.0,0.2798927426338196,0.3039,0
resumes/data\AVIATION\28186635.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_mid.txt,AVIATION,0.0538,0.1,-2,24.0,0.3336071968078613,0.3601,0
resumes/data\AVIATION\28383893.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_senior.txt,AVIATION,0.0457,0.15,-1,10.0,0.4069260358810425,0.3977,0
resumes/data\AVIATION\28383893.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,AVIATION,0.0617,0.0,0,8.0,0.4153743982315063,0.4056,0
resumes/data\AVIATION\29161565.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,AVIATION,0.0318,0.05,-1,10.0,0.2490282505750656,0.2358,0
resumes/data\AVIATION\29161565.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,AVIATION,0.0283,0.05,-1,10.0,0.2859071791172027,0.2801,0
resumes/data\AVIATION\29161565.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,AVIATION,0.0376,0.05,0,8.0,0.2953847646713257,0.3305,0
resumes/data\AVIATION\29167286.pdf,jds\BANKING\BANKING_senior.txt,AVIATION,0.035,0.0,-3,15.0,0.3306084871292114,0.2029,0
resumes/data\AVIATION\29167286.pdf,jds\BANKING\BANKING_mid.txt,AVIATION,0.0348,0.0,-3,15.0,0.3196038603782654,0.1932,0
resumes/data\AVIATION\29167286.pdf,jds\BANKING\BANKING_entry.txt,AVIATION,0.0392,0.1,-2,13.0,0.3927658200263977,0.2681,0
resumes/data\AVIATION\29221006.pdf,jds\ARTS\ARTS_senior.txt,AVIATION,0.0243,0.15,-1,0.0,0.3248775601387024,0.2262,0
resumes/data\AVIATION\29221006.pdf,jds\ARTS\ARTS_mid.txt,AVIATION,0.0209,0.05,0,0.0,0.2999743819236755,0.2532,0
resumes/data\AVIATION\29221006.pdf,jds\ARTS\ARTS_entry.txt,AVIATION,0.0328,0.05,1,0.0,0.2748894691467285,0.1541,0
resumes/data\AVIATION\29534737.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,AVIATION,0.0734,0.0,-2,19.0,0.3884547352790832,0.3478,0
resumes/data\AVIATION\29534737.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_mid.txt,AVIATION,0.0766,0.1,-3,21.0,0.4170319736003876,0.3098,0
resumes/data\AVIATION\29595906.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,AVIATION,0.043,0.0,-3,1.0,0.289096474647522,0.4019,0
resumes/data\AVIATION\29595906.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,AVIATION,0.0179,0.0,-1,1.0,0.291900485754013,0.3352,0
resumes/data\AVIATION\29595906.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,AVIATION,0.0235,0.0,-2,-6.0,0.2748668193817138,0.3443,0
resumes/data\AVIATION\30148777.pdf,jds\FINANCE\FINANCE_entry.txt,AVIATION,0.0368,0.15,0,4.0,0.2862750291824341,0.3136,0
resumes/data\AVIATION\30148777.pdf,jds\FINANCE\FINANCE_senior.txt,AVIATION,0.0428,0.05,0,6.0,0.2038262039422989,0.2323,0
resumes/data\AVIATION\30148777.pdf,jds\FINANCE\FINANCE_mid.txt,AVIATION,0.0382,0.05,0,6.0,0.249874547123909,0.2701,0
resumes/data\AVIATION\31536294.pdf,jds\ARTS\ARTS_entry.txt,AVIATION,0.03,0.15,0,12.0,0.2691147923469543,0.2329,0
resumes/data\AVIATION\31536294.pdf,jds\ARTS\ARTS_senior.txt,AVIATION,0.0268,0.1,-2,12.0,0.2720044255256653,0.207,0
resumes/data\AVIATION\31536294.pdf,jds\ARTS\ARTS_mid.txt,AVIATION,0.0331,0.1,-1,12.0,0.3395904302597046,0.3162,0
resumes/data\AVIATION\31605080.pdf,jds\DESIGNER\DESIGNER_entry.txt,AVIATION,0.0318,0.05,0,8.0,0.351238489151001,0.2762,0
resumes/data\AVIATION\31605080.pdf,jds\DESIGNER\DESIGNER_mid.txt,AVIATION,0.0457,0.15,-1,10.0,0.3708207607269287,0.3324,0
resumes/data\AVIATION\31605080.pdf,jds\DESIGNER\DESIGNER_senior.txt,AVIATION,0.0263,0.05,-1,10.0,0.3448428511619568,0.3168,0
resumes/data\AVIATION\32720816.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0303,0.05,-1,-1.0,0.369951069355011,0.3262,0
resumes/data\AVIATION\32720816.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0438,0.0,-1,1.0,0.3415172100067138,0.3279,0
resumes/data\AVIATION\32720816.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0503,0.1,-1,1.0,0.3521487116813659,0.3356,0
resumes/data\AVIATION\33627938.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0246,0.05,-1,12.0,0.4902757108211517,0.3912,0
resumes/data\AVIATION\33627938.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0252,0.1,-1,12.0,0.4407121539115906,0.3284,0
resumes/data\AVIATION\33627938.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0168,0.05,-1,10.0,0.4237083196640014,0.3592,0
resumes/data\AVIATION\34419403.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0494,0.05,-2,12.0,0.3138123750686645,0.242,0
resumes/data\AVIATION\34419403.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0487,0.0,-2,12.0,0.3881165385246277,0.2714,0
resumes/data\AVIATION\34419403.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0374,0.05,-2,10.0,0.3284006118774414,0.2367,0
resumes/data\AVIATION\36252245.pdf,jds\APPAREL\APPAREL_entry.txt,AVIATION,0.0406,0.05,-1,-2.0,0.3088286817073822,0.2294,0
resumes/data\AVIATION\36252245.pdf,jds\APPAREL\APPAREL_senior.txt,AVIATION,0.0586,0.05,-2,0.0,0.3548774123191833,0.2651,0
resumes/data\AVIATION\36252245.pdf,jds\APPAREL\APPAREL_mid.txt,AVIATION,0.0634,0.0,-2,0.0,0.3708730936050415,0.2796,0
resumes/data\AVIATION\36727173.pdf,jds\BPO\BPO_mid.txt,AVIATION,0.0841,0.25,-1,11.0,0.4215608537197113,0.3585,0
resumes/data\AVIATION\36727173.pdf,jds\BPO\BPO_entry.txt,AVIATION,0.0638,0.1,-1,9.0,0.4168245494365692,0.2416,0
resumes/data\AVIATION\37473139.pdf,jds\CHEF\CHEF_mid.txt,AVIATION,0.0633,0.05,1,16.0,0.3151563107967376,0.3334,0
resumes/data\AVIATION\37473139.pdf,jds\CHEF\CHEF_entry.txt,AVIATION,0.0612,0.1,1,16.0,0.2753686904907226,0.2667,0
resumes/data\AVIATION\37473139.pdf,jds\CHEF\CHEF_senior.txt,AVIATION,0.036,0.0,1,16.0,0.3194721043109894,0.282,0
resumes/data\AVIATION\38047274.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_mid.txt,AVIATION,0.0316,0.15,-2,4.0,0.3534209132194519,0.3331,0
resumes/data\AVIATION\38047274.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,AVIATION,0.0296,0.0,-1,2.0,0.3224250972270965,0.287,0
resumes/data\AVIATION\38047274.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,AVIATION,0.0127,0.0,-2,4.0,0.3227089345455169,0.2528,0
resumes/data\AVIATION\38154903.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,AVIATION,0.0329,0.05,-2,10.0,0.3304327428340912,0.3549,0
resumes/data\AVIATION\38154903.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,AVIATION,0.0498,0.05,-1,8.0,0.4249587953090668,0.3529,0
resumes/data\AVIATION\38154903.pdf,jds\CONSTRUCTION\CONSTRUCTION_mid.txt,AVIATION,0.0358,0.05,-2,10.0,0.331203818321228,0.4132,0
resumes/data\AVIATION\38355831.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,AVIATION,0.0158,0.0,-2,12.0,0.2865213453769684,0.3197,0
resumes/data\AVIATION\38355831.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,AVIATION,0.0312,0.15,-3,19.0,0.3123632371425628,0.3294,0
resumes/data\AVIATION\38355831.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,AVIATION,0.0305,0.05,-1,19.0,0.279507577419281,0.246,0
resumes/data\AVIATION\38663892.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_mid.txt,AVIATION,0.0521,0.1,-1,0.0,0.4359624087810516,0.3634,0
resumes/data\AVIATION\38663892.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,AVIATION,0.0584,0.05,0,-2.0,0.4439511895179748,0.3734,0
resumes/data\AVIATION\38663892.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_senior.txt,AVIATION,0.0297,0.1,-1,0.0,0.3120246231555938,0.2725,0
resumes/data\AVIATION\38989376.pdf,jds\BANKING\BANKING_entry.txt,AVIATION,0.0779,0.35,1,20.0,0.3802436590194702,0.3081,0
resumes/data\AVIATION\38989376.pdf,jds\BANKING\BANKING_mid.txt,AVIATION,0.0977,0.2,0,22.0,0.3479933440685272,0.2674,0
resumes/data\AVIATION\38989376.pdf,jds\BANKING\BANKING_senior.txt,AVIATION,0.0683,0.15,0,22.0,0.3874216675758362,0.3453,0
resumes/data\AVIATION\42427521.pdf,jds\TEACHER\TEACHER_mid.txt,AVIATION,0.0217,0.05,0,27.0,0.3750200867652893,0.204,0
resumes/data\AVIATION\42427521.pdf,jds\TEACHER\TEACHER_entry.txt,AVIATION,0.0488,0.1,1,27.0,0.4000551402568817,0.1858,0
resumes/data\AVIATION\42427521.pdf,jds\TEACHER\TEACHER_senior.txt,AVIATION,0.035,0.15,-1,27.0,0.3091471791267395,0.1873,0
resumes/data\AVIATION\42546558.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_entry.txt,AVIATION,0.0516,0.15,0,2.0,0.3939663767814636,0.176,0
resumes/data\AVIATION\42546558.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_mid.txt,AVIATION,0.0468,0.1,-1,-4.0,0.4377809166908264,0.1931,0
resumes/data\AVIATION\42546558.pdf,jds\BUSINESS-DEVELOPMENT\BUSINESS-DEVELOPMENT_senior.txt,AVIATION,0.0411,0.15,-1,4.0,0.4123688638210296,0.222,0
resumes/data\AVIATION\42641525.pdf,jds\ADVOCATE\ADVOCATE_entry.txt,AVIATION,0.0513,0.05,-1,30.0,0.3095735311508178,0.2651,0
resumes/data\AVIATION\42641525.pdf,jds\ADVOCATE\ADVOCATE_mid.txt,AVIATION,0.065,0.1,-1,32.0,0.3111767172813415,0.2712,0
resumes/data\AVIATION\42641525.pdf,jds\ADVOCATE\ADVOCATE_senior.txt,AVIATION,0.0433,0.1,-1,32.0,0.2760525643825531,0.2015,0
resumes/data\AVIATION\43408471.pdf,jds\BANKING\BANKING_mid.txt,AVIATION,0.055,0.05,-3,17.0,0.3574323058128357,0.361,0
resumes/data\AVIATION\43408471.pdf,jds\BANKING\BANKING_entry.txt,AVIATION,0.0534,0.2,-2,15.0,0.5126078724861145,0.4166,0
resumes/data\AVIATION\43408471.pdf,jds\BANKING\BANKING_senior.txt,AVIATION,0.0446,0.0,-3,17.0,0.4162703156471252,0.3494,0
resumes/data\AVIATION\43720116.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_entry.txt,AVIATION,0.0169,0.0,1,10.0,0.2692393064498901,0.0952,0
resumes/data\AVIATION\43720116.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_mid.txt,AVIATION,0.0241,0.05,0,12.0,0.2303976416587829,0.08,0
resumes/data\AVIATION\43720116.pdf,jds\PUBLIC-RELATIONS\PUBLIC-RELATIONS_senior.txt,AVIATION,0.0138,0.0,0,12.0,0.278960645198822,0.1137,0
resumes/data\AVIATION\49646155.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,AVIATION,0.0726,0.3,0,-2.0,0.3427833914756775,0.2561,0
resumes/data\AVIATION\50775901.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_mid.txt,AVIATION,0.059,0.1,-1,24.0,0.4761745035648346,0.3904,0
resumes/data\AVIATION\50775901.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_senior.txt,AVIATION,0.0473,0.15,-1,24.0,0.3853626847267151,0.3317,0
resumes/data\AVIATION\50775901.pdf,jds\INFORMATION-TECHNOLOGY\INFORMATION-TECHNOLOGY_entry.txt,AVIATION,0.047,0.05,0,22.0,0.4384581446647644,0.3564,0
resumes/data\AVIATION\54232810.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,AVIATION,0.057,0.15,-3,27.0,0.301720380783081,0.1994,0
resumes/data\AVIATION\54232810.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,AVIATION,0.059,0.1,-2,20.0,0.2494353950023651,0.1341,0
resumes/data\AVIATION\54232810.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,AVIATION,0.047,0.05,-1,27.0,0.2366355508565902,0.1207,0
resumes/data\AVIATION\58048626.pdf,jds\APPAREL\APPAREL_entry.txt,AVIATION,0.0301,0.0,1,2.0,0.3017976880073547,0.3271,0
resumes/data\AVIATION\61315605.pdf,jds\CONSULTANT\CONSULTANT_senior.txt,AVIATION,0.053,0.15,-1,14.0,0.4055752754211426,0.2844,0
resumes/data\AVIATION\61315605.pdf,jds\CONSULTANT\CONSULTANT_mid.txt,AVIATION,0.065,0.05,-1,14.0,0.4468497633934021,0.3471,0
resumes/data\AVIATION\61315605.pdf,jds\CONSULTANT\CONSULTANT_entry.txt,AVIATION,0.0613,0.1,-1,14.0,0.3972194790840149,0.2889,0
resumes/data\AVIATION\65219288.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0337,0.0,-1,0.0,0.2987238764762878,0.3362,0
resumes/data\AVIATION\65219288.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0411,0.0,-1,0.0,0.2946351170539856,0.3178,0
resumes/data\AVIATION\65219288.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0339,0.0,-1,-2.0,0.3310510516166687,0.307,0
resumes/data\AVIATION\67631413.pdf,jds\HEALTHCARE\HEALTHCARE_entry.txt,AVIATION,0.0787,0.1,0,16.0,0.3680635392665863,0.3661,0
resumes/data\AVIATION\67631413.pdf,jds\HEALTHCARE\HEALTHCARE_mid.txt,AVIATION,0.0681,0.25,-1,18.0,0.3636144995689392,0.3122,0
resumes/data\AVIATION\67631413.pdf,jds\HEALTHCARE\HEALTHCARE_senior.txt,AVIATION,0.043,0.15,-1,18.0,0.3107275366783142,0.278,0
resumes/data\AVIATION\68216398.pdf,jds\FINANCE\FINANCE_entry.txt,AVIATION,0.0266,0.05,-2,-2.0,0.2142894566059112,0.1443,0
resumes/data\AVIATION\68216398.pdf,jds\FINANCE\FINANCE_mid.txt,AVIATION,0.0312,0.05,-2,0.0,0.1935110092163086,0.1506,0
resumes/data\AVIATION\68216398.pdf,jds\FINANCE\FINANCE_senior.txt,AVIATION,0.029,0.05,-2,0.0,0.2102812230587005,0.1863,0
resumes/data\AVIATION\69458502.pdf,jds\SALES\SALES_mid.txt,AVIATION,0.0645,0.15,-3,4.0,0.4099397957324981,0.2444,0
resumes/data\AVIATION\69458502.pdf,jds\SALES\SALES_entry.txt,AVIATION,0.0579,0.1,-2,4.0,0.4587124586105346,0.3039,0
resumes/data\AVIATION\69458502.pdf,jds\SALES\SALES_senior.txt,AVIATION,0.049,0.1,-3,4.0,0.4107628464698791,0.2809,0
resumes/data\AVIATION\70198580.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,AVIATION,0.1198,0.05,0,0.0,0.3803066313266754,0.3368,0
resumes/data\AVIATION\70198580.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,AVIATION,0.0693,0.05,1,7.0,0.3952715992927551,0.2779,0
resumes/data\AVIATION\77626587.pdf,jds\TEACHER\TEACHER_entry.txt,AVIATION,0.0792,0.05,0,18.0,0.5002008080482483,0.2806,0
resumes/data\AVIATION\77626587.pdf,jds\TEACHER\TEACHER_mid.txt,AVIATION,0.0655,0.1,-1,18.0,0.5514547824859619,0.3382,0
resumes/data\AVIATION\77626587.pdf,jds\TEACHER\TEACHER_senior.txt,AVIATION,0.0509,0.1,-2,18.0,0.5480444431304932,0.3297,0
resumes/data\AVIATION\81588968.pdf,jds\DESIGNER\DESIGNER_entry.txt,AVIATION,0.0204,0.0,-1,6.0,0.2333338856697082,0.2442,0
resumes/data\AVIATION\81588968.pdf,jds\DESIGNER\DESIGNER_senior.txt,AVIATION,0.0248,0.1,-2,8.0,0.3210813403129577,0.2353,0
resumes/data\AVIATION\81588968.pdf,jds\DESIGNER\DESIGNER_mid.txt,AVIATION,0.0236,0.0,-2,8.0,0.3089575171470642,0.2234,0
resumes/data\AVIATION\82738323.pdf,jds\CONSTRUCTION\CONSTRUCTION_mid.txt,AVIATION,0.0424,0.0,-2,5.0,0.2619140148162842,0.362,0
resumes/data\AVIATION\82738323.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,AVIATION,0.0593,0.1,-2,5.0,0.268018901348114,0.3475,0
resumes/data\AVIATION\82738323.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,AVIATION,0.0447,0.1,-1,3.0,0.3213232755661011,0.4166,0
resumes/data\AVIATION\87826037.pdf,jds\APPAREL\APPAREL_entry.txt,AVIATION,0.0547,0.1,0,36.0,0.3168229460716247,0.1956,0
resumes/data\AVIATION\87826037.pdf,jds\APPAREL\APPAREL_senior.txt,AVIATION,0.0484,0.05,-1,38.0,0.3361766338348388,0.1737,0
resumes/data\AVIATION\87826037.pdf,jds\APPAREL\APPAREL_mid.txt,AVIATION,0.0443,0.05,-1,38.0,0.2945529818534851,0.2183,0
resumes/data\AVIATION\90318913.pdf,jds\FINANCE\FINANCE_mid.txt,AVIATION,0.0304,0.05,-1,10.0,0.2682600617408752,0.2159,0
resumes/data\AVIATION\90318913.pdf,jds\FINANCE\FINANCE_senior.txt,AVIATION,0.0592,0.05,-1,10.0,0.2609253525733948,0.2655,0
resumes/data\AVIATION\90318913.pdf,jds\FINANCE\FINANCE_entry.txt,AVIATION,0.0274,0.0,-1,8.0,0.2465154081583023,0.2,0
resumes/data\AVIATION\91431878.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.0308,0.05,-1,8.0,0.3068892359733581,0.2686,0
resumes/data\AVIATION\91431878.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0327,0.05,-1,10.0,0.3319017887115478,0.2449,0
resumes/data\AVIATION\91431878.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0448,0.05,-1,10.0,0.3062057495117187,0.2625,0
resumes/data\AVIATION\92283635.pdf,jds\SALES\SALES_senior.txt,AVIATION,0.033,0.1,-2,12.0,0.3140490055084228,0.252,0
resumes/data\AVIATION\92283635.pdf,jds\SALES\SALES_mid.txt,AVIATION,0.0251,0.05,-2,12.0,0.3400737941265106,0.1725,0
resumes/data\AVIATION\92283635.pdf,jds\SALES\SALES_entry.txt,AVIATION,0.0213,0.0,-1,12.0,0.349683403968811,0.2123,0
resumes/data\AVIATION\94137171.pdf,jds\ACCOUNTANT\ACCOUNTANT_mid.txt,AVIATION,0.0887,0.15,0,11.0,0.4519877731800079,0.2629,0
resumes/data\AVIATION\94137171.pdf,jds\ACCOUNTANT\ACCOUNTANT_senior.txt,AVIATION,0.0686,0.15,0,11.0,0.3588849008083343,0.3263,0
resumes/data\AVIATION\94137171.pdf,jds\ACCOUNTANT\ACCOUNTANT_entry.txt,AVIATION,0.04,0.1,0,9.0,0.4078613519668579,0.2537,0
resumes/data\AVIATION\96457008.pdf,jds\AGRICULTURE\AGRICULTURE_senior.txt,AVIATION,0.0284,0.0,-2,31.0,0.3776227235794067,0.3109,0
resumes/data\AVIATION\96457008.pdf,jds\AGRICULTURE\AGRICULTURE_entry.txt,AVIATION,0.0303,0.0,0,31.0,0.3025082945823669,0.205,0
resumes/data\AVIATION\96457008.pdf,jds\AGRICULTURE\AGRICULTURE_mid.txt,AVIATION,0.0303,0.05,-1,24.0,0.3215775489807129,0.2879,0
resumes/data\AVIATION\98389424.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,AVIATION,0.055,0.1,0,15.0,0.3893727660179138,0.2121,0
resumes/data\AVIATION\98389424.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,AVIATION,0.0348,0.05,-1,17.0,0.3369746208190918,0.2485,0
resumes/data\AVIATION\98389424.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_mid.txt,AVIATION,0.0441,0.1,-1,17.0,0.3588715493679046,0.2714,0
resumes/data\AVIATION\99416532.pdf,jds\CONSTRUCTION\CONSTRUCTION_mid.txt,AVIATION,0.0384,0.05,-1,4.0,0.2893492579460144,0.3187,0
resumes/data\AVIATION\99416532.pdf,jds\CONSTRUCTION\CONSTRUCTION_senior.txt,AVIATION,0.0632,0.15,-1,4.0,0.35238778591156,0.347,0
resumes/data\AVIATION\99416532.pdf,jds\CONSTRUCTION\CONSTRUCTION_entry.txt,AVIATION,0.0419,0.1,0,2.0,0.3760933578014374,0.2447,0
resumes/data\BANKING\10329506.pdf,jds\BANKING\BANKING_mid.txt,BANKING,0.1938,0.4,-1,14.0,0.4853532612323761,0.6076,1
resumes/data\BANKING\10329506.pdf,jds\APPAREL\APPAREL_entry.txt,BANKING,0.0489,0.0,0,12.0,0.281278133392334,0.2037,0
resumes/data\BANKING\10329506.pdf,jds\APPAREL\APPAREL_mid.txt,BANKING,0.0546,0.1,-1,14.0,0.3500351011753082,0.2924,0
resumes/data\BANKING\10329506.pdf,jds\APPAREL\APPAREL_senior.txt,BANKING,0.0656,0.15,-1,14.0,0.3494727611541748,0.2693,0
resumes/data\BANKING\10909673.pdf,jds\FITNESS\FITNESS_mid.txt,BANKING,0.0542,0.2,0,8.0,0.2784554660320282,0.2425,0
resumes/data\BANKING\10909673.pdf,jds\FITNESS\FITNESS_senior.txt,BANKING,0.0475,0.15,-2,15.0,0.268836498260498,0.2685,0
resumes/data\BANKING\10909673.pdf,jds\FITNESS\FITNESS_entry.txt,BANKING,0.0277,0.05,1,13.0,0.2937620282173157,0.2438,0
resumes/data\BANKING\11065180.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_entry.txt,BANKING,0.0532,0.05,0,-2.0,0.5262371897697449,0.3412,0
resumes/data\BANKING\11065180.pdf,jds\DIGITAL-MEDIA\DIGITAL-MEDIA_senior.txt,BANKING,0.0352,0.0,-1,0.0,0.4244985282421112,0.3349,0
resumes/data\BANKING\11262933.pdf,jds\TEACHER\TEACHER_senior.txt,BANKING,0.0309,0.15,-2,7.0,0.312293529510498,0.2708,0
resumes/data\BANKING\11262933.pdf,jds\TEACHER\TEACHER_entry.txt,BANKING,0.0492,0.1,0,7.0,0.3371318578720093,0.3071,0
resumes/data\BANKING\11262933.pdf,jds\TEACHER\TEACHER_mid.txt,BANKING,0.045,0.15,-1,7.0,0.3237738609313965,0.3202,0
resumes/data\BANKING\11266906.pdf,jds\ARTS\ARTS_entry.txt,BANKING,0.0279,0.0,0,20.0,0.2948946356773376,0.1785,0
resumes/data\BANKING\11266906.pdf,jds\ARTS\ARTS_mid.txt,BANKING,0.0501,0.15,-1,20.0,0.3998998999595642,0.3019,0
resumes/data\BANKING\11266906.pdf,jds\ARTS\ARTS_senior.txt,BANKING,0.0309,0.15,-2,20.0,0.2968729734420776,0.19,0
resumes/data\BANKING\11637468.pdf,jds\ENGINEERING\ENGINEERING_mid.txt,BANKING,0.0682,0.05,-1,17.0,0.3429096043109894,0.3091,0
resumes/data\BANKING\11637468.pdf,jds\ENGINEERING\ENGINEERING_senior.txt,BANKING,0.0755,0.25,-2,17.0,0.2626753449440002,0.2263,0
